MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
14005.799838158491,0.0,0.0,94.14999999999999,0.0,433.2307031935291,0.0,0.0,0.0,0.0
14575.703416581971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14270.392343987267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12879.297855905095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11456.081911008165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10452.687630010141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9824.948943150488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492.484182817816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9371.948827468457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9528.642785700304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9470.215450348702,0.0,0.0,93.5,0.0,504.0751160561792,0.0,0.0,0.0,0.0
11182.613508575045,0.0,0.0,46.5,0.0,357.11904773886044,0.0,0.0,0.0,0.0
12185.736923784572,0.0,0.0,122.6,0.0,740.5743084378139,0.0,0.0,0.0,0.0
12560.294179401084,0.0,0.0,209.35,0.0,1165.904147743315,0.0,0.0,0.0,0.0
12754.328229822084,0.0,0.0,275.45,0.0,1485.3624109492425,0.0,0.0,0.0,0.0
12907.570352867995,0.0,0.0,324.35,0.0,1719.227982034868,0.0,0.0,0.0,0.0
12957.992848427632,0.0,0.0,348.4,0.0,1853.0159438721403,0.0,0.0,0.0,0.0
13029.03861600446,0.0,0.0,346.5,0.0,1847.22197702092,0.0,0.0,0.0,0.0
13170.800753819025,0.0,0.0,343.15000000000003,0.0,1833.5271462816715,0.0,0.0,0.0,0.0
13405.118983101323,0.0,0.0,303.20000000000005,0.0,1641.5361538025938,0.0,0.0,0.0,0.0
13705.481243011282,0.0,0.0,245.9,0.0,1364.742555592017,0.0,0.0,0.0,0.0
14094.324530598096,0.0,0.0,171.5,0.0,1018.4213551667945,0.0,0.0,0.0,0.0
14404.390854916044,0.0,0.0,80.19999999999999,0.0,583.083754936458,0.0,0.0,0.0,0.0
14234.32436799221,0.0,0.0,43.5,0.0,324.98886792754706,0.0,0.0,0.0,0.0
13447.045549035209,0.0,0.0,115.9,0.0,593.6182401204951,0.0,0.0,0.0,0.0
14086.576928940656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13825.436841251016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12646.271758152165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11344.59116860459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10326.120043737583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9713.458200746914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9368.936445445883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9178.1086483767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9132.917814571005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8484.104863308614,0.0,0.0,94.35000000000001,0.0,558.5910768835715,0.0,0.0,0.0,0.0
9355.736935726803,0.0,0.0,46.449999999999996,0.0,368.9703435709023,0.0,0.0,0.0,0.0
10007.02664448184,0.0,0.0,121.35,0.0,735.0437037161944,0.0,0.0,0.0,0.0
10671.179052302821,0.0,0.0,205.8,0.0,1155.369662559278,0.0,0.0,0.0,0.0
11099.602274855833,0.0,0.0,268.45000000000005,0.0,1459.02619798915,0.0,0.0,0.0,0.0
11247.55274928377,0.0,0.0,313.95,0.0,1691.5749584267705,0.0,0.0,0.0,0.0
11307.701640925325,0.0,0.0,328.75,0.0,1770.3202351774485,0.0,0.0,0.0,0.0
11362.609765670633,0.0,0.0,324.1,0.0,1718.7012577756661,0.0,0.0,0.0,0.0
11280.018788342426,0.0,0.0,319.55,0.0,1684.7275430571465,0.0,0.0,0.0,0.0
11341.321658134098,0.0,0.0,288.8,0.0,1545.4089764982546,0.0,0.0,0.0,0.0
11604.918314345421,0.0,0.0,237.85,0.0,1307.5929734686151,0.0,0.0,0.0,0.0
12020.346822037336,0.0,0.0,169.15,0.0,1005.77997294595,0.0,0.0,0.0,0.0
12560.307256397562,0.0,0.0,84.2,0.0,588.0876353988757,0.0,0.0,0.0,0.0
12704.20428342146,0.0,0.0,43.4,0.0,325.5155921867489,0.0,0.0,0.0,0.0
12649.896306621105,0.0,0.0,24.35,0.0,155.9103807237503,0.0,0.0,0.0,0.0
12926.501071733366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12785.89633939308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11876.915956929652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10769.075546473832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9900.273615793521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9354.891832500105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9029.471685113209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8837.624039143398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8798.45305423833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8354.558376744066,0.0,0.0,61.9,0.0,307.87032950348663,0.0,0.0,0.0,0.0
8648.70985606271,0.0,0.0,56.300000000000004,0.0,354.22206431325026,0.0,0.0,0.0,0.0
9043.200751789838,0.0,0.0,124.10000000000001,0.0,703.1768860344819,0.0,0.0,0.0,0.0
9605.69358975385,0.0,0.0,203.2,0.0,1094.2696484918622,0.0,0.0,0.0,0.0
10000.742121740757,0.0,0.0,267.55,0.0,1424.2623968818268,0.0,0.0,0.0,0.0
10191.729742588193,0.0,0.0,315.85,0.0,1667.082280373884,0.0,0.0,0.0,0.0
10332.182778042696,0.0,0.0,334.7,0.0,1784.5417901758985,0.0,0.0,0.0,0.0
10449.8313999186,0.0,0.0,335.9,0.0,1783.224979527894,0.0,0.0,0.0,0.0
10432.644410805551,0.0,0.0,331.2,0.0,1741.3504009213464,0.0,0.0,0.0,0.0
10639.915342576493,0.0,0.0,292.45,0.0,1536.1913019622223,0.0,0.0,0.0,0.0
10976.054309763953,0.0,0.0,237.05,0.0,1297.5852125437798,0.0,0.0,0.0,0.0
11501.26994181317,0.0,0.0,167.7,0.0,993.1385907251054,0.0,0.0,0.0,0.0
12139.356879579916,0.0,0.0,84.55,0.0,596.7785856757063,0.0,0.0,0.0,0.0
12415.829110861312,0.0,0.0,44.699999999999996,0.0,331.3095590379694,0.0,0.0,0.0,0.0
12336.755637335154,0.0,0.0,87.65,0.0,266.78583728574165,0.0,0.0,0.0,0.0
12950.6026796475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12789.908721415655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11685.088159860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10500.89084583841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
